CACZAD010000010.1_cluster_1	GCF0000001
CAJAGC010000032.1_cluster_1	GCF0000640
FCOL02000127.1_cluster_1	GCF0000641
JACIHF010000016.1_cluster_1	GCF0000642
JAFAPY010000350.1_cluster_1	GCF0000643
JAFDVE010000037.1_cluster_1	GCF0000644
JAAHGF010000005.1_cluster_1	GCF0000645
CP042166.1_cluster_1	GCF0000646
JAGQDF010000024.1_cluster_1	GCF0000647
ANBH01000032.1_cluster_1	GCF0000648
CP000494.1_cluster_15	GCF0000649
JAELVF020000005.1_cluster_1	GCF0000650
JAHHIE010000044.1_cluster_1	GCF0000651
JACQYI010000060.1_cluster_1	GCF0000652
CP050948.1_cluster_1	GCF0000653
VGTG01000129.1_cluster_1	GCF0000654
CP043669.1_cluster_8	GCF0000655
JADKKQ010000001.1_cluster_1	GCF0000656
CAITOO010000305.1_cluster_1	GCF0000657
CAIKUM010000038.1_cluster_1	GCF0000658
CAIRQN010000259.1_cluster_1	GCF0000659
JAFREP010000043.1_cluster_1	GCF0000660
JAEUJY010000040.1_cluster_1	GCF0000661
CP079105.1_cluster_4	GCF0000662
CAIWCD010000032.1_cluster_2	GCF0000663
DQKT01000035.1_cluster_1	GCF0000664
SBGP01000092.1_cluster_1	GCF0000665
RFGE01000257.1_cluster_1	GCF0000666
CP021490.1_cluster_3	GCF0000667
SOBF01000025.1_cluster_1	GCF0000668
JACFNC010000017.1_cluster_1	GCF0000669
VBKY01000089.1_cluster_1	GCF0000670
GG770539.1_cluster_24	GCF0000671
JAACYW010000043.1_cluster_1	GCF0000672
JAACYW010000057.1_cluster_1	GCF0000673
CAINNJ010000063.1_cluster_1	GCF0000674
CP043489.1_cluster_5	GCF0000675
CP020038.1_cluster_1	GCF0000676
ML660096.1_cluster_1	GCF0000677
NGMM01000001.1_cluster_1	GCF0000678
CABKRL010000001.1_cluster_1	GCF0000679
QKMR01000008.1_cluster_1	GCF0000680
FPBY01000131.1_cluster_1	GCF0000681
CM001489.1_cluster_30	GCF0000682
JADBID010000001.1_cluster_33	GCF0000683
CP067059.1_cluster_1	GCF0000684
JNWZ01000012.1_cluster_2	GCF0000685
LJCV01000111.1_cluster_1	GCF0000686
NVXF01000016.1_cluster_1	GCF0000687
VIRH01000051.1_cluster_1	GCF0000688
QFPU01000019.1_cluster_1	GCF0000689
WLKZ01000229.1_cluster_1	GCF0000690
WLSN01000001.1_cluster_1	GCF0000691
CP036425.1_cluster_3	GCF0000692
VGTG01000001.1_cluster_1	GCF0000693
MPQD01000006.1_cluster_1	GCF0000694
JADJCP010000001.1_cluster_3	GCF0000695
JAFMCH010000003.1_cluster_1	GCF0000696
CAJXYI010000005.1_cluster_1	GCF0000697
DEAD01000013.1_cluster_2	GCF0000698
VXPF01000106.1_cluster_1	GCF0000699
DEBD01000013.1_cluster_2	GCF0000700
PWIV01000236.1_cluster_1	GCF0000701
SXVP01000022.1_cluster_1	GCF0000702
JAFMNE010000023.1_cluster_1	GCF0000703
SLTB01000131.1_cluster_1	GCF0000704
BGC0000620	GCF0000705
CP060724.1_cluster_1	GCF0000706
JADKSF010000001.1_cluster_1	GCF0000707
NZFT01000002.1_cluster_1	GCF0000708
PKCS01000102.1_cluster_1	GCF0000709
CP046177.1_cluster_5	GCF0000710
QZFU01000023.1_cluster_3	GCF0000711
JAEUWG010000024.1_cluster_1	GCF0000712
JAFLCC010000017.1_cluster_1	GCF0000713
CAIYPO010000120.1_cluster_1	GCF0000714
SKLY01000063.1_cluster_1	GCF0000715
NHBO02000016.1_cluster_1	GCF0000716
JABFSN010000086.1_cluster_1	GCF0000717
CAIPDR010000108.1_cluster_1	GCF0000718
CAIMAK010000068.1_cluster_1	GCF0000719
RPHW01000050.1_cluster_1	GCF0000720
UEYQ01000017.1_cluster_1	GCF0000721
PNFP01000002.1_cluster_1	GCF0000722
CP001389.1_cluster_3	GCF0000723
WIRY01000194.1_cluster_1	GCF0000724
CP073578.1_cluster_5	GCF0000725
KE384319.1_cluster_1	GCF0000726
VSSB01000002.1_cluster_2	GCF0000727
WHSV01000079.1_cluster_1	GCF0000728
CP080590.1_cluster_4	GCF0000729
MSDV01000078.1_cluster_1	GCF0000730
JAFBIL020000002.1_cluster_1	GCF0000731
JABJRC010000008.1_cluster_1	GCF0000732
SMKA01000034.1_cluster_1	GCF0000733
MRAS01000030.1_cluster_1	GCF0000734
CP072113.1_cluster_1	GCF0000735
VDMR01000002.1_cluster_1	GCF0000736
CAJTUS010000020.1_cluster_1	GCF0000737
CAJTZT010000005.1_cluster_1	GCF0000738
CAJURC010000006.1_cluster_1	GCF0000739
WGUP01000014.1_cluster_1	GCF0000740
CABPCJ010000001.1_cluster_1	GCF0000741
JAGAJP010000040.1_cluster_1	GCF0000742
SSTL01000001.1_cluster_1	GCF0000743
CAJUOG010000016.1_cluster_1	GCF0000744
BAGK01000312.1_cluster_1	GCF0000745
JADLQO010000013.1_cluster_2	GCF0000746
JACHUA010000012.1_cluster_1	GCF0000747
SIYB01000012.1_cluster_1	GCF0000748
AAXDPQ010000146.1_cluster_1	GCF0000749
VODK01000014.1_cluster_1	GCF0000750
FNOG01000005.1_cluster_2	GCF0000751
RFLY01000008.1_cluster_1	GCF0000752
WTYJ01000004.1_cluster_2	GCF0000753
WXXL01000009.1_cluster_1	GCF0000754
EQ973328.1_cluster_4	GCF0000755
JACIXG010000061.1_cluster_1	GCF0000756
JADJPM010000004.1_cluster_2	GCF0000757
LR594584.1_cluster_2	GCF0000758
CABMEM010000092.1_cluster_1	GCF0000759
DFXI01000084.1_cluster_1	GCF0000760
BBEL01000052.1_cluster_1	GCF0000761
WVAK01000005.1_cluster_1	GCF0000762
FTOT01000003.1_cluster_1	GCF0000763
PNMT01000273.1_cluster_1	GCF0000764
CP035758.1_cluster_6	GCF0000765
RAHY01000001.1_cluster_2	GCF0000766
FP929140.1_cluster_3	GCF0000767
JACIEU010000007.1_cluster_1	GCF0000768
AFPM01000037.1_cluster_1	GCF0000769
CP015093.1_cluster_1	GCF0000770
JAANOP010000006.1_cluster_1	GCF0000771
JAAAKT010000085.1_cluster_1	GCF0000772
CP064820.1_cluster_9	GCF0000773
AP008232.1_cluster_1	GCF0000774
LNRB01000008.1_cluster_1	GCF0000775
AP023054.1_cluster_2	GCF0000776
FOWW01000014.1_cluster_1	GCF0000777
LT629701.1_cluster_1	GCF0000778
JADKRQ010000002.1_cluster_2	GCF0000779
MDJY01000040.1_cluster_1	GCF0000780
LZMP01000015.1_cluster_1	GCF0000781
WWHU01000002.1_cluster_2	GCF0000782
JAFDVP010000001.1_cluster_2	GCF0000783
CP002480.1_cluster_4	GCF0000784
FZOU01000001.1_cluster_1	GCF0000785
FNVA01000006.1_cluster_1	GCF0000786
BMGU01000001.1_cluster_1	GCF0000787
JACHEK010000001.1_cluster_2	GCF0000788
CAIMGP010000012.1_cluster_1	GCF0000789
QVQT02000002.1_cluster_1	GCF0000790
SEBV01000009.1_cluster_1	GCF0000791
CP071247.1_cluster_2	GCF0000792
ABCP01000003.1_cluster_1	GCF0000793
JADHTR010000005.1_cluster_1	GCF0000794
FQLF01000005.1_cluster_2	GCF0000795
PJMS01000001.1_cluster_3	GCF0000796
JAFEDS010000013.1_cluster_3	GCF0000797
AWGF01000005.1_cluster_1	GCF0000798
JADWYI010000001.1_cluster_14	GCF0000799
JAAIXZ010000006.1_cluster_1	GCF0000800
CP004025.1_cluster_16	GCF0000801
CP071090.1_cluster_11	GCF0000802
CP045506.1_cluster_2	GCF0000803
JAHIUD010000031.1_cluster_1	GCF0000804
BJTG01000001.1_cluster_1	GCF0000805
JAAIXY010000015.1_cluster_1	GCF0000806
JAGNMI010000346.1_cluster_1	GCF0000807
AP018449.1_cluster_2	GCF0000808
JAIQFT010000045.1_cluster_1	GCF0000809
DRWC01000131.1_cluster_1	GCF0000810
VHCW01000055.1_cluster_1	GCF0000811
DTKO01000061.1_cluster_1	GCF0000812
CAIJLY010000157.1_cluster_1	GCF0000813
JACRDF010000047.1_cluster_1	GCF0000814
JAGVMG010000060.1_cluster_1	GCF0000815
CP003360.1_cluster_1	GCF0000816
CP053346.1_cluster_7	GCF0000817
LNES01000003.1_cluster_1	GCF0000818
BGC0001093	GCF0000819
QHVI01000026.1_cluster_1	GCF0000820
CP069161.1_cluster_4	GCF0000821
CP069396.1_cluster_15	GCF0000822
JACIGI010000009.1_cluster_1	GCF0000823
MASQ01000123.1_cluster_1	GCF0000824
QXHE01000019.1_cluster_1	GCF0000825
AQHB01000049.1_cluster_3	GCF0000826
VBHI01000326.1_cluster_1	GCF0000827
JAAIXZ010000009.1_cluster_1	GCF0000828
DS990592.1_cluster_2	GCF0000829
BOPG01000105.1_cluster_2	GCF0000830
FNGF01000002.1_cluster_4	GCF0000831
LXSB01000001.1_cluster_3	GCF0000832
JAENYK010000009.1_cluster_1	GCF0000833
CP021965.1_cluster_1	GCF0000834
CP080545.1_cluster_7	GCF0000835
JACWCX010000001.1_cluster_1	GCF0000836
ATVK01000068.1_cluster_1	GCF0000837
MTAK01000035.1_cluster_1	GCF0000838
FOLY01000002.1_cluster_2	GCF0000839
FUZU01000004.1_cluster_3	GCF0000840
JAHESD010000024.1_cluster_1	GCF0000841
JAERRB010000001.1_cluster_1	GCF0000842
BMEC01000013.1_cluster_1	GCF0000843
JAHESF010000013.1_cluster_1	GCF0000844
BHXQ01000005.1_cluster_1	GCF0000845
PNAA01000038.1_cluster_1	GCF0000846
CADDZH010000022.1_cluster_1	GCF0000847
LR699120.1_cluster_1	GCF0000848
QQAX01000019.1_cluster_1	GCF0000849
CAAAHX010000012.1_cluster_1	GCF0000850
JABIHA010000020.1_cluster_2	GCF0000851
UGPA01000001.1_cluster_4	GCF0000852
QIAB01000173.1_cluster_1	GCF0000853
MECK01000001.1_cluster_3	GCF0000854
CADCWN010000202.1_cluster_1	GCF0000855
JABXJS010000103.1_cluster_1	GCF0000856
RRCO01000004.1_cluster_1	GCF0000857
FUKI01000101.1_cluster_1	GCF0000858
FWXB01000012.1_cluster_1	GCF0000859
CM002917.1_cluster_3	GCF0000860
JAEUVB010000009.1_cluster_1	GCF0000861
CAADVD010000038.1_cluster_1	GCF0000862
JAFTLK010000253.1_cluster_1	GCF0000863
UGPC01000001.1_cluster_2	GCF0000864
CAIMLD010000337.1_cluster_1	GCF0000865
NARO01000054.1_cluster_1	GCF0000866
REDQ01000196.1_cluster_1	GCF0000867
CAJXTB010000004.1_cluster_1	GCF0000868
SBGP01000098.1_cluster_1	GCF0000869
REDH01000081.1_cluster_1	GCF0000870
SBGO01000671.1_cluster_1	GCF0000871
CADECP010000004.1_cluster_1	GCF0000872
JACIJP010000001.1_cluster_2	GCF0000873
JAHBZQ010000001.1_cluster_2	GCF0000874
QJWJ01000075.1_cluster_1	GCF0000875
MUNZ01000127.1_cluster_1	GCF0000876
WYBB01000161.1_cluster_1	GCF0000877
PNKZ01000001.1_cluster_1	GCF0000878
QPEV01000006.1_cluster_1	GCF0000879
JAFEBQ010000030.1_cluster_1	GCF0000880
CP062147.1_cluster_2	GCF0000881
CP036276.1_cluster_3	GCF0000882
WGMU01000050.1_cluster_1	GCF0000883
CP036279.1_cluster_3	GCF0000884
CP012672.1_cluster_1	GCF0000885
CP016211.1_cluster_9	GCF0000886
WMLF01000257.1_cluster_1	GCF0000887
CAIJYT010000078.1_cluster_1	GCF0000888
CAITZK010000127.1_cluster_1	GCF0000889
CAIPCO010000056.1_cluster_1	GCF0000890
CAITZK010000089.1_cluster_1	GCF0000891
JADLPN010000005.1_cluster_4	GCF0000892
LT985361.1_cluster_42	GCF0000893
LMIZ01000038.1_cluster_1	GCF0000894
RDBO01000052.1_cluster_1	GCF0000895
JAAGMT010000342.1_cluster_1	GCF0000896
AUAQ01000013.1_cluster_2	GCF0000897
KV788202.1_cluster_1	GCF0000898
BIFH01000044.1_cluster_1	GCF0000899
JZKG01000215.1_cluster_1	GCF0000900
BOOK01000047.1_cluster_1	GCF0000901
JAAVLN010000002.1_cluster_1	GCF0000902
CP002568.1_cluster_4	GCF0000903
SUHA01000007.1_cluster_1	GCF0000904
JACHEF010000001.1_cluster_2	GCF0000905
PNLV01000003.1_cluster_1	GCF0000906
DDHJ01000015.1_cluster_1	GCF0000907
CP014263.1_cluster_1	GCF0000908
FQUQ01000001.1_cluster_1	GCF0000909
JABCZC010000068.1_cluster_1	GCF0000910
JACHEK010000006.1_cluster_1	GCF0000911
JAEUJP010000280.1_cluster_1	GCF0000912
JAIBBR010000002.1_cluster_1	GCF0000913
JADJNS010000031.1_cluster_1	GCF0000914
JAIBBQ010000107.1_cluster_1	GCF0000915
QFQP01000021.1_cluster_1	GCF0000916
PIFY01000047.1_cluster_1	GCF0000917
CP040101.1_cluster_3	GCF0000918
JABEYA020000001.1_cluster_1	GCF0000919
CP073579.1_cluster_1	GCF0000920
CAIQKQ010000043.1_cluster_1	GCF0000921
CAIRMI010000150.1_cluster_1	GCF0000922
WIDL01000005.1_cluster_1	GCF0000923
LMMT01000020.1_cluster_1	GCF0000924
SCTN01000399.1_cluster_1	GCF0000925
NBMS01000016.1_cluster_1	GCF0000926
JACFYX020000010.1_cluster_1	GCF0000927
BMNE01000013.1_cluster_1	GCF0000928
LR134352.1_cluster_24	GCF0000929
BMDZ01000023.1_cluster_1	GCF0000930
JAGSXH010000061.1_cluster_1	GCF0000931
WASQ01000047.1_cluster_1	GCF0000932
JAHRWA010000039.1_cluster_1	GCF0000933
JADKGP010000002.1_cluster_1	GCF0000934
JAFIQT010000001.1_cluster_2	GCF0000935
JAHBZZ010000010.1_cluster_1	GCF0000936
CAIMCF010000003.1_cluster_1	GCF0000937
PLRS01000116.1_cluster_1	GCF0000938
CAJQMR010000017.1_cluster_1	GCF0000939
JAGNCW010000082.1_cluster_1	GCF0000940
JABTUW010000002.1_cluster_2	GCF0000941
CAJQMR010000026.1_cluster_1	GCF0000942
JADJUV010000164.1_cluster_1	GCF0000943
DGMY01000021.1_cluster_1	GCF0000944
FZNR01000034.1_cluster_1	GCF0000945
JAHBXY010000018.1_cluster_1	GCF0000946
JACTMV010000552.1_cluster_1	GCF0000947
JAGPIJ010000002.1_cluster_1	GCF0000948
BMQG01000003.1_cluster_1	GCF0000949
QSNL01000038.1_cluster_1	GCF0000950
JADJUW010000001.1_cluster_9	GCF0000951
LCZK01000008.1_cluster_1	GCF0000952
MPNH01000047.1_cluster_1	GCF0000953
VXSM01000150.1_cluster_1	GCF0000954
VXWG01000067.1_cluster_1	GCF0000955
VXYX01000080.1_cluster_1	GCF0000956
VXSG01000093.1_cluster_1	GCF0000957
VXMG01000027.1_cluster_1	GCF0000958
JADCRZ010000017.1_cluster_1	GCF0000959
VYGS01000014.1_cluster_1	GCF0000960
QGHB01000028.1_cluster_1	GCF0000961
JACVMN010000001.1_cluster_2	GCF0000962
JABVXC010000011.1_cluster_1	GCF0000963
LT907988.1_cluster_8	GCF0000964
CAAEHP010000137.1_cluster_1	GCF0000965
JACRLM010000066.1_cluster_1	GCF0000966
CAIMEN010000040.1_cluster_1	GCF0000967
JAABRU010000002.1_cluster_1	GCF0000968
JADGCZ010000131.1_cluster_1	GCF0000969
JAEINR010000016.1_cluster_3	GCF0000970
LAPT01000017.1_cluster_1	GCF0000971
JADJYF010000018.1_cluster_1	GCF0000972
SCTW01000133.1_cluster_1	GCF0000973
LUUK01000219.1_cluster_1	GCF0000974
DQMR01000037.1_cluster_1	GCF0000975
DQMR01000050.1_cluster_1	GCF0000976
BJHG01000014.1_cluster_1	GCF0000977
WHNY01000010.1_cluster_1	GCF0000978
WHNY01000037.1_cluster_1	GCF0000979
CAIRTG010000185.1_cluster_1	GCF0000980
RYFG02000118.1_cluster_1	GCF0000981
BJHG01000017.1_cluster_1	GCF0000982
VSEY01000040.1_cluster_1	GCF0000983
PGGV01000032.1_cluster_1	GCF0000984
JOGR01000006.1_cluster_1	GCF0000985
ATYW01000008.1_cluster_1	GCF0000986
BCRK01000128.1_cluster_1	GCF0000987
CP070496.1_cluster_1	GCF0000988
VTPA01000013.1_cluster_1	GCF0000989
CP002857.1_cluster_4	GCF0000990
CP066067.1_cluster_5	GCF0000991
PQNK01000009.1_cluster_1	GCF0000992
LKEV01000010.1_cluster_1	GCF0000993
CP000733.1_cluster_5	GCF0000994
MGYD01000006.1_cluster_1	GCF0000995
CP003358.1_cluster_3	GCF0000996
JAIUGU010000002.1_cluster_1	GCF0000997
CP045354.1_cluster_3	GCF0000998
FZNN01000023.1_cluster_1	GCF0000999
DSYF01000110.1_cluster_1	GCF0001000
JACQFQ010000037.1_cluster_1	GCF0001001
JAIBAS010000148.1_cluster_1	GCF0001002
JACRJX010000048.1_cluster_1	GCF0001003
LCYG01000035.1_cluster_1	GCF0001004
FNWZ01000001.1_cluster_1	GCF0001005
PVBI01000027.1_cluster_1	GCF0001006
UCHH01000024.1_cluster_1	GCF0001007
JACYXI010000005.1_cluster_1	GCF0001008
JAARLZ010000006.1_cluster_1	GCF0001009
WPZQ01000009.1_cluster_1	GCF0001010
JAFDZV010000010.1_cluster_1	GCF0001011
DJUW01000011.1_cluster_1	GCF0001012
JAFMHC010000112.1_cluster_1	GCF0001013
JAFCKO010000075.1_cluster_1	GCF0001014
JAFCLR010000040.1_cluster_1	GCF0001015
JOGU01000088.1_cluster_1	GCF0001016
CAJLCS010000057.1_cluster_1	GCF0001017
JAFUVF010000039.1_cluster_1	GCF0001018
CACZHJ010000019.1_cluster_1	GCF0001019
JACBZJ010000001.1_cluster_3	GCF0001020
JADMKD010000017.1_cluster_1	GCF0001021
AXVP01000140.1_cluster_1	GCF0001022
JACHGY010000001.1_cluster_1	GCF0001023
CP066225.1_cluster_2	GCF0001024
DBGG01000285.1_cluster_1	GCF0001025
NAEX01000164.1_cluster_1	GCF0001026
WAAS01000040.1_cluster_1	GCF0001027
CDME01000008.1_cluster_11	GCF0001028
PEWR01000053.1_cluster_1	GCF0001029
JADBEI010000001.1_cluster_12	GCF0001030
CP021434.1_cluster_23	GCF0001031
CP022657.1_cluster_12	GCF0001032
CP021434.1_cluster_17	GCF0001033
CP009286.1_cluster_4	GCF0001034
JAFRRH010000056.1_cluster_1	GCF0001035
LT608335.1_cluster_1	GCF0001036
JSCE01000033.1_cluster_1	GCF0001037
JAHDPL010000025.1_cluster_1	GCF0001038
CACYXR010000019.1_cluster_1	GCF0001039
JSCE01000242.1_cluster_1	GCF0001040
CADAIJ010000002.1_cluster_1	GCF0001041
JAFSJW010000007.1_cluster_1	GCF0001042
JAFSJX010000020.1_cluster_1	GCF0001043
JAFSOD010000001.1_cluster_1	GCF0001044
AP024169.1_cluster_1	GCF0001045
JNLM01000002.1_cluster_1	GCF0001046
CADAIU010000016.1_cluster_1	GCF0001047
CACXST010000012.1_cluster_1	GCF0001048
CAJONI010000001.1_cluster_1	GCF0001049
CACYSO010000040.1_cluster_1	GCF0001050
FOIV01000003.1_cluster_1	GCF0001051
CACWWK010000051.1_cluster_1	GCF0001052
CADARC010000049.1_cluster_1	GCF0001053
JAFXVN010000037.1_cluster_1	GCF0001054
JAFZIO010000064.1_cluster_1	GCF0001055
CACWDA010000007.1_cluster_1	GCF0001056
CACZZO010000005.1_cluster_1	GCF0001057
CADADB010000001.1_cluster_1	GCF0001058
UQQD01000028.1_cluster_1	GCF0001059
CACXFS010000051.1_cluster_1	GCF0001060
CADCHQ010000013.1_cluster_1	GCF0001061
JAFZSP010000007.1_cluster_1	GCF0001062
JAFWRT010000021.1_cluster_1	GCF0001063
CACWCE010000040.1_cluster_1	GCF0001064
CACWXT010000001.1_cluster_1	GCF0001065
JAFTGB010000002.1_cluster_1	GCF0001066
JAGCCZ010000068.1_cluster_1	GCF0001067
CACWMI010000062.1_cluster_1	GCF0001068
JAFVEI010000003.1_cluster_1	GCF0001069
CACZWJ010000016.1_cluster_1	GCF0001070
CACZAB010000006.1_cluster_1	GCF0001071
CACVNM010000012.1_cluster_1	GCF0001072
JAFYZT010000027.1_cluster_1	GCF0001073
CACYGX010000010.1_cluster_1	GCF0001074
CACWDF010000014.1_cluster_1	GCF0001075
CACYYP010000030.1_cluster_1	GCF0001076
JAGCUV010000070.1_cluster_1	GCF0001077
CADAXB010000017.1_cluster_1	GCF0001078
CADBVC010000023.1_cluster_1	GCF0001079
JAFWQB010000018.1_cluster_1	GCF0001080
CADBMD010000019.1_cluster_1	GCF0001081
JAFROT010000001.1_cluster_1	GCF0001082
CACWNV010000005.1_cluster_1	GCF0001083
CADAGY010000027.1_cluster_1	GCF0001084
JAFZAC010000023.1_cluster_1	GCF0001085
CADCML010000026.1_cluster_1	GCF0001086
BGC0000948	GCF0001087
FNSF01000005.1_cluster_1	GCF0001088
CADAUE010000001.1_cluster_1	GCF0001089
CADCPT010000240.1_cluster_1	GCF0001090
ONNU01000158.1_cluster_1	GCF0001091
CACYSK010000143.1_cluster_1	GCF0001092
JABAQO010000046.1_cluster_1	GCF0001093
JAHYJH010000065.1_cluster_1	GCF0001094
WTCE01000077.1_cluster_1	GCF0001095
ONFW01000087.1_cluster_1	GCF0001096
ONAX01000007.1_cluster_1	GCF0001097
CACWFY010000021.1_cluster_1	GCF0001098
CAJUQZ010000022.1_cluster_1	GCF0001099
CACZYP010000041.1_cluster_1	GCF0001100
CACZZU010000034.1_cluster_1	GCF0001101
FMFY01000002.1_cluster_1	GCF0001102
QUEX01000028.1_cluster_1	GCF0001103
CACYED010000186.1_cluster_1	GCF0001104
JAAUZD010000026.1_cluster_1	GCF0001105
JAFWIE010000018.1_cluster_1	GCF0001106
FPCD01000003.1_cluster_1	GCF0001107
JAEEHD010000207.1_cluster_1	GCF0001108
JAAUZB010000056.1_cluster_1	GCF0001109
CADAUM010000047.1_cluster_1	GCF0001110
FMXS01000019.1_cluster_1	GCF0001111
JAFORU010000272.1_cluster_1	GCF0001112
JAFYHF010000153.1_cluster_1	GCF0001113
JAGAHT010000009.1_cluster_1	GCF0001114
CACXXC010000071.1_cluster_1	GCF0001115
CACYSW010000006.1_cluster_1	GCF0001116
CACWTL010000043.1_cluster_1	GCF0001117
CACWWI010000221.1_cluster_1	GCF0001118
SUUE01000008.1_cluster_1	GCF0001119
CADCHF010000051.1_cluster_1	GCF0001120
CACZSV010000120.1_cluster_1	GCF0001121
CACZCK010000005.1_cluster_1	GCF0001122
CADBYM010000042.1_cluster_1	GCF0001123
JAFWMI010000103.1_cluster_1	GCF0001124
CP058649.1_cluster_5	GCF0001125
SVES01000007.1_cluster_1	GCF0001126
CADAAU010000001.1_cluster_1	GCF0001127
JAEUZA010000003.1_cluster_1	GCF0001128
CADBUD010000340.1_cluster_1	GCF0001129
CAJTXO010000001.1_cluster_1	GCF0001130
CAJTYV010000007.1_cluster_1	GCF0001131
WRJI01000041.1_cluster_1	GCF0001132
WRHI01000091.1_cluster_1	GCF0001133
CP021434.1_cluster_20	GCF0001134
CACWIZ010000077.1_cluster_1	GCF0001135
CAJLWZ010000053.1_cluster_1	GCF0001136
CADBDY010000061.1_cluster_1	GCF0001137
CADCPT010000292.1_cluster_1	GCF0001138
CAJLWC010000005.1_cluster_1	GCF0001139
CAJTRM010000002.1_cluster_1	GCF0001140
JACERV010000001.1_cluster_1	GCF0001141
JAFVBZ010000263.1_cluster_1	GCF0001142
SVLC01000004.1_cluster_1	GCF0001143
CAJUQF010000064.1_cluster_1	GCF0001144
JAGASH010000004.1_cluster_1	GCF0001145
CACVWR010000020.1_cluster_1	GCF0001146
CABJAP010000010.1_cluster_1	GCF0001147
CAJUQO010000013.1_cluster_1	GCF0001148
CAJFFZ010000003.1_cluster_1	GCF0001149
CAJUDU010000006.1_cluster_1	GCF0001150
BABR01000250.1_cluster_1	GCF0001151
CP077759.1_cluster_1	GCF0001152
DFJX01000001.1_cluster_1	GCF0001153
JAFUDC010000143.1_cluster_1	GCF0001154
DVGZ01000073.1_cluster_1	GCF0001155
KL370861.1_cluster_1	GCF0001156
JAFWSF010000056.1_cluster_1	GCF0001157
CADARD010000054.1_cluster_1	GCF0001158
CAAFOL010000034.1_cluster_1	GCF0001159
CAJFKL010000005.1_cluster_1	GCF0001160
FOXO01000030.1_cluster_1	GCF0001161
JAGZEG010000001.1_cluster_1	GCF0001162
JAHDLC010000038.1_cluster_1	GCF0001163
JAHDRX010000006.1_cluster_1	GCF0001164
KK211315.1_cluster_1	GCF0001165
JAFSYI010000084.1_cluster_1	GCF0001166
JAGOJH010000060.1_cluster_1	GCF0001167
UROQ01000020.1_cluster_1	GCF0001168
JAHBCL010000002.1_cluster_1	GCF0001169
JAFRJB010000074.1_cluster_1	GCF0001170
FZRB01000024.1_cluster_1	GCF0001171
PPTV01000030.1_cluster_1	GCF0001172
JAFRXA010000043.1_cluster_2	GCF0001173
CAJTLS010000017.1_cluster_1	GCF0001174
CADASU010000003.1_cluster_1	GCF0001175
CACWCM010000061.1_cluster_1	GCF0001176
JAFPWV010000156.1_cluster_1	GCF0001177
SFNQ01000011.1_cluster_1	GCF0001178
JAEELL010000034.1_cluster_1	GCF0001179
QGQD01000104.1_cluster_1	GCF0001180
JNKY01000013.1_cluster_1	GCF0001181
DFHY01000028.1_cluster_1	GCF0001182
CACZIO010000021.1_cluster_1	GCF0001183
CP001810.1_cluster_1	GCF0001184
CACXMZ010000002.1_cluster_1	GCF0001185
JAFPWO010000013.1_cluster_1	GCF0001186
KE384105.1_cluster_1	GCF0001187
JAFQPW010000280.1_cluster_1	GCF0001188
KB894647.1_cluster_1	GCF0001189
CADBWP010000020.1_cluster_1	GCF0001190
CACYMQ010000013.1_cluster_1	GCF0001191
JAFRCW010000045.1_cluster_1	GCF0001192
DIVV01000158.1_cluster_1	GCF0001193
FNWN01000001.1_cluster_1	GCF0001194
JAFXCE010000111.1_cluster_1	GCF0001195
JAGBEX010000010.1_cluster_1	GCF0001196
JAGBMA010000005.1_cluster_1	GCF0001197
JAGBMA010000065.1_cluster_1	GCF0001198
CADAYM010000104.1_cluster_1	GCF0001199
LIIS01000003.1_cluster_2	GCF0001200
OMWS01000038.1_cluster_1	GCF0001201
QSVW01000012.1_cluster_1	GCF0001202
CP021850.1_cluster_1	GCF0001203
SWXH01000008.1_cluster_1	GCF0001204
DVIJ01000132.1_cluster_1	GCF0001205
JHWV01000006.1_cluster_1	GCF0001206
CADAYM010000014.1_cluster_1	GCF0001207
JAFYBS010000183.1_cluster_1	GCF0001208
CAJTVU010000005.1_cluster_1	GCF0001209
UQKB01000008.1_cluster_1	GCF0001210
CAJUJU010000052.1_cluster_1	GCF0001211
JAAUZD010000015.1_cluster_1	GCF0001212
KE159568.1_cluster_2	GCF0001213
JAFWQD010000055.1_cluster_1	GCF0001214
CAJTVK010000009.1_cluster_1	GCF0001215
CAJTVQ010000044.1_cluster_1	GCF0001216
CAJURU010000009.1_cluster_1	GCF0001217
VSNT01000018.1_cluster_1	GCF0001218
FMXS01000008.1_cluster_1	GCF0001219
DFJB01000101.1_cluster_1	GCF0001220
JAAITI010000022.1_cluster_1	GCF0001221
FOKR01000004.1_cluster_1	GCF0001222
JAGZYT010000030.1_cluster_1	GCF0001223
QRCT01000019.1_cluster_1	GCF0001224
CADBXK010000003.1_cluster_1	GCF0001225
JACHFH010000015.1_cluster_1	GCF0001226
CP041146.1_cluster_1	GCF0001227
JACLQD010000002.1_cluster_1	GCF0001228
OBEA01000003.1_cluster_1	GCF0001229
MHZU01000026.1_cluster_1	GCF0001230
KI421507.1_cluster_4	GCF0001231
JADFAE010000002.1_cluster_1	GCF0001232
JABUYK010000016.1_cluster_1	GCF0001233
CP003359.1_cluster_1	GCF0001234
QSFS01000023.1_cluster_1	GCF0001235
CP015399.2_cluster_9	GCF0001236
CP065314.1_cluster_5	GCF0001237
VUNQ01000012.1_cluster_1	GCF0001238
JAHLPM010000008.1_cluster_1	GCF0001239
